"user_id","school","startdate","enddate","degree_raw","field_raw"
225031294,"Pune Vidhyarthi Griha's College Of Engineering And Technology","2004-01-01","2008-01-31","Bachelor of Engineering (B.E.)","Electrical Engineering"
132669057,"Kennedy Western University","1997-01-01","2000-01-31","Bachelor of Science (B.S.)",
566868738,"Pontifícia Universidade Católica de São Paulo","2001-01-01","2005-01-01","Psicologia",
140887247,"Hiram College","2016-01-01","2018-01-01","Master of Arts (MA)","Multi/Interdisciplinary Studies"
1054385953,"The University of Texas at Austin","1997-01-01","2002-01-01","Bachelor’s Degree in Government",
524788390,"Willingboro High School",,,"High School Diploma",
288310340,"Hulme Grammar School for Girls Oldham","1985-01-01","1992-01-01",,
326139747,"Emporia State University","1993-01-01","1997-01-31","Bachelor of Science Nursing","Registered Nursing/Registered Nurse"
212616767,"Cypress College","2000-01-01","2003-01-01","AA","General"
2002349641,"San Diego State University","2020-01-01","2022-01-31","Bachelor's degree","Electrical and Electronics Engineering"
379876339,"York University - Glendon College","2016-01-01","2020-01-01","Trilingual International Bachelor of Arts Honours","Political Science"
155787045,"Dale Carnegie Training","2022-01-01",,,
291234931,"Universidade Federal do ABC - UFABC",,,"Bacharelado Interdisciplinar","Ciências e Humanidades"
534105398,"University of Minnesota-Twin Cities","1984-01-01","1985-01-31","Bachelor of Science - BS","Mortuary Science and Embalming/Embalmer"
998276314,"Universidad del Pais Vasco","1997-01-01","2001-01-31","Administracion y Direccion de empresas","Especialidad Contabilidad"
77028091,"Delhi University","1997-01-01","2000-01-01","B.Sc(H) Electronics","Electronics and communications"
431429580,"Faculdade de Medicina da Universidade do Porto",,,,
866272507,"Universitas Gadjah Mada (UGM)","2016-01-01","2020-01-01","Bachelor of Engineering - BE","Civil Engineering"
660484344,"Conestoga College","1990-01-01","1992-01-31","Customer Service",
463142482,"Ecole Nationale d'Ingénieurs de Tarbes - ENIT",,,,
47545226,"University of Michigan","2004-01-01",,"Strategic Management Seminar","Business Administration and Management, General"
525362828,"University of Maryland University College","2011-01-01","2012-01-31","Currently working on Accounting Degree","Accounting"
972115809,"IAE Gustave Eiffel","2016-01-01","2017-01-01","Master 2 (M2)","Gestion de Patrimoine"
322992659,"Ernest Righetti High School","2000-01-01","2004-01-31","Diploma",
541852890,"little angels high school","1993-01-01","2000-01-31","sietk","ELECTRICAL ,AERONAUTICAL"
695434612,"University of Westminster","2007-01-01","2009-01-01","Master of Arts - MA","Language Interpretation and Translation"
591617037,"William Paterson University of New Jersey",,,"Bachelors Degree","Communication"
414331376,"Thomas More-hogeschool","2020-01-01",,"Bachelor's degree","Verpleegkunde"
848095156,"University of Mumbai","2005-01-01","2009-01-01","Bachelor of Engineering (BE)","Computer Science"
874150720,"National Taiwan University","2001-01-01","2005-01-01","Bachelor’s Degree","International Business"
461138922,"Victoria University of Wellington","2013-01-01","2015-01-01","Bachelor of Commerce (B.Com.)","Marketing, Commercial Law and Human Resources"
380071559,"IHM Business School","2003-01-01","2005-01-01","2005","Strategic B2B sales and marketing"
629781884,"Southeast Kentucky Community and Technical College","2015-01-01","2016-01-31","Supervisory Management","Business Administration and Management, General"
1052354641,"The London School of Economics and Political Science (LSE)","2015-01-01","2015-01-01","Summer School","Economics"
282787652,"UC Santa Barbara","2010-01-01","2014-01-31",,
368136314,"Clark College","2017-01-01","2019-01-31","Associate of Arts - AA",
183841872,"Hochschule für Gestaltung Schwäbisch Gmünd","2017-01-01","2021-01-01","Bachelor of Arts - BA","Interaktionsgestaltung"
155351377,"California State University, Long Beach","2000-01-01","2007-01-31","Master of Science - MS","Biology, General"
49114673,"Zegel Ipae",,,"Administración de Negocios","Administración"
674067262,"University of Otago","2011-01-01","2011-01-01","Chemistry",
517349658,"Jamia Millia Islamia","2021-01-01",,"Master of Business Administration - MBA",
56055020,"Shenandoah University","2005-01-01","2007-01-01","Master of Science in Athletic Training","Athletic Training"
507692554,"Université de Montréal","2017-01-01","2018-01-01","Mineur en science économique","Économie"
88368294,"Lycee agricole de cognin","2014-01-01",,"BEP Services à la personne et aux territoires","Social / santé"
656705825,"Universidad Iberomexicana",,,,
47627257,"University of Wisconsin-Whitewater","1998-01-01","2002-01-01","Bachelor of Arts (B.A.)","Public Relations, Advertising, and Applied Communication"
281323919,"Fachhochschule Nordwestschweiz FHNW","2014-01-01","2017-01-01","Wirtschaftsingenieur",
977178726,"Kennesaw State University",,,"Bachelors","Biology, General"
603289047,"Penn State University","1981-01-01",,"Buisness",
19144081,"National University of Ireland, Galway",,,"Bachelor’s Degree","Science"
522717716,"Tarleton State University","1990-01-01","1993-01-31","Masters of Educational Administration","Educational Leadership and Administration, General"
845606854,"De La Salle University","2008-01-01","2013-01-01","Bachelor of Science (B.S.)","Computer Science with Specialization in Network Engineering"
55667077,"Universitas Gadjah Mada (UGM)","2009-01-01","2013-01-01","S.Si","Geophysics"
673365945,"Mohawk Valley Community College","1981-01-01","1983-01-01","Associate of Arts and Sciences - AAS","Electrical Engineering Technology"
247085303,"Georgia Institute of Technology","2016-01-01","2019-01-31","Bachelor of Science - BS","Biology, General"
673365945,"The State University of New York","1994-01-01","1997-01-01","Bachelor's degree","Business Administration, Management and Operations"
706899005,"MAN 13 Jakarta","2017-01-01","2020-01-31","High School Diploma","Social Sciences"
554516311,"Instituto Tecnológico Superior de Irapuato","1998-01-01","2002-01-01","Bachelor of Science (BS)","Systems Engineer"
626057491,"Bard College",,,"Theatre/Theater",
301214847,"UCLA","2013-01-01","2014-01-31","Project Management, Certificate","Project Management"
571813982,"Ecclesia College","2012-01-01","2014-01-31","Bachelor's degree","Christian Studies"
838043282,"The Johns Hopkins University",,,"The Data Scientist's Toolbox Course",
380268833,"Jinan University, Mainland China","2004-01-01","2008-01-01","Bachelor's Degree","Degree of Bachelor of Science – Biotechnology"
550402639,"American Military University","2013-01-01","2018-01-01","Bachelor of Applied Science - BASc","Information Technology"
479836451,"East Orange Campus High School","2006-01-01","2009-01-31","High School Diploma",
21715078,"DPG Plc","2015-01-01","2016-01-01","CIPD Diploma in Human Resources Practice","Human Resources Practice"
178672450,"Lycee International Francais","1993-01-01","1994-01-01","Baccalauréat","Comptabilité"
8904119,"Università degli studi Roma TRE","2020-01-01","2020-01-01","Single Course",
394345756,"Madurai Kamaraj University","2012-01-01","2014-01-31","Master of Business Administration (MBA)","Marketing/Marketing Management, General"
80929250,"Dartmouth College","2017-01-01","2022-01-31","Bachelor of Engineering - BE","Mechanical Engineering"
976742481,"Lycée Saint Joseph","2017-01-01","2020-01-01","Baccalauréat scientifique","Mention Bien"
192027739,"Miami University","1999-01-01","2003-01-31","Bachelor of Science - BS","Business"
131648705,"iaelyon School of Management","2019-01-01","2020-01-01","Master 2 (M2)","Finance et services de gestion financière"
410333482,"Universität Ulm","2006-01-01","2012-01-01","Diplom","Computer Science"
73141155,"Dalian University of Foreign Languages","2005-01-01","2009-01-01","Bachelor of Arts - BA","Japanese Studies"
670245336,"SIOO Basisopleiding Organisatieadviseur","1999-01-01","2000-01-01",,
597429111,"N/A",,,,
35610559,"St. John's School","2015-01-01","2019-01-01","sardar patel college","b.com"
301448729,"Columbia College","2007-01-01","2009-01-31","Associate of Science (A.S.)","Business Administration and Management, General"
320814633,"Guru Gobind Singh Indraprastha University",,,"Master of Business Administration - MBA","Finance and Financial Management Services"
114836410,"The Institute of Chartered Accountants of India",,,"ACA","Accounting & Finance"
630503303,"Amity University",,,"Master of Business Administration - MBA","Marketing/Finance"
670245336,"Leiden University","1985-01-01","1991-01-01",,"Geschiedenis"
453240625,"Panjab University","2006-01-01","2010-01-01","Bachelor of Engineering (B.E.) Hons","Electronics and Communication"
446387582,"The Ohio State University","2012-01-01","2019-01-01","Doctor of Philosophy (Ph.D.)","Aerospace, Aeronautical and Astronautical Engineering"
1031955136,"Rajiv Gandhi College of Engineering and Research","2017-01-01","2021-01-31","4th year","CSE"
566868738,"Diálogos pedagógicos","2020-01-01",,"A poética da casa: o lugar da curiosidade na documentação pedagógica","Fotografia"
120421494,"Mayville State University",,,"Elementary education","Elementary Education and Teaching"
658930333,"Arizona State University",,,"Bachelor of Science - BS","Registered Nursing/Registered Nurse"
281515807,"University of Maryland Baltimore County","2005-01-01","2010-01-31","BS","Chemical Engineering"
373192276,"Universidade Positivo","2016-01-01","2018-01-01","MBA em Marketing para cooperativas do Agronegócio","Marketing"
189196468,"Lycée Saint-Ursule","2019-01-01","2020-01-01","BTS Négociation Digitalisation Relation Client",
793390785,"Ecole Pratique Hautes Etudes Commerciales (EPHEC)","2022-01-01","2022-01-01","Commerce international",
532257235,"Walden University","2013-01-01","2016-01-01","Master of Science (M.S.)","Human Resources Management and Services"
538003039,"colégio estadual prof Daltro Santos",,,,
576417588,"Texas Tech University",,,,
466726883,"Westlake High School","1991-01-01","1995-01-31",,
103352438,"University of Richmond","2011-01-01","2015-01-01","Bachelor of Business Administration (BBA)","Finance, General"
568965755,"Trybridge",,,"accounts",
706899005,"Diponegoro University","2020-01-01","2024-01-31","Undergraduate","Library Science"
226566713,"Universidad Carlos III de Madrid","2009-01-01","2014-01-01","Grado en Comunicación Audiovisual","Comunicación audiovisual"
470638337,"Queens College",,,,
167419612,"Rowan University","1997-01-01","2000-01-31","BS","Finance"
977208316,"Lawrence University","2009-01-01","2013-01-31","Bachelor of Arts - BA","Psychology"
976433139,"Universidad Autónoma de Nuevo León","2013-01-01","2018-01-01","Licenciada en Nutrición","Facultad de Salud Pública y Nutrición"
593126379,"Sapienza Università di Roma","2014-01-01","2018-01-01","Master of Science - MS","Space and Astronautical Engineering"
674767143,"Yobe state University","2019-01-01","2022-01-01","High School Diploma","Sociology"
254544923,"Westlake Girls","2007-01-01","2010-01-01",,
179904658,"University of Wisconsin-Milwaukee","1980-01-01","1984-01-31","B.A.","Psychology"
335329105,"Emory University","2017-01-01","2021-01-31","Doctor of Philosophy - PhD","Immunology and Molecular Pathogenesis"
1014396346,"Damascus University","2018-01-01","2023-01-01","Undergraduate","economic"
441972904,"Lycée George Clemenceau","2018-01-01","2020-01-01","Classes préparatoires aux grandes écoles (CPGE)","Sciences physiques"
51960251,"Kennesaw State University","2010-01-01","2012-01-01","Bachelor of Science (BS)","Information Security & Assurance"
177553172,"University of Liberal Arts Bangladesh","2017-01-01","2021-01-01","Bachelor of Arts in English and Humanities","English Language and Literature"
637623791,"Elytis Business School","2013-01-01","2015-01-01","BTS Négociation Relation Client","Diplôme obtenu"
103298299,"East China University of Science and Technology","1995-01-01","1999-01-01","Bachelor","Food Science and technology"
229195495,"University of California, Berkeley","2011-01-01","2015-01-31","Bachelor’s Degree","Human Biology"
446328177,"Université Paris-Sorbonne",,,"International Marketing",
533084375,"EHSAL, Brussels","1987-01-01","1990-01-01","Commercial Engineer","Economics"
218352067,"Canadian Avalanche Association",,,"Level 3 Applied Avalanche Risk Managment",
847046490,"Benedictine University","2008-01-01","2009-01-31","Bachelor of Science (BS)","Registered Nursing/Registered Nurse"
588978791,"Johnson & Wales University","1989-01-01","1991-01-31","Associate of Science - AS","Culinary Science/Culinology"
962832672,"Universitas Lampung","2019-01-01","2023-01-01","Bachelor of Engineering - BE","Electrical, Electronic and Communications Engineering Technology/Technician"
62611358,"University of Phoenix","2016-01-01","2017-01-01","Certificate","Human Resource Management"
77215931,"Lycée de Cibeins","2003-01-01","2007-01-01","Baccalauréat scientifique",
597266983,"Kovats Real Estate School",,,"State license",
844903144,"University of Southern California","2008-01-01","2012-01-01","BS","Industrial and Systems Engineering"
141958341,"Unopar - Universidade do Norte do Paraná","2022-01-01","2023-01-01","Master of Business Administration - MBA","Information Technology Management"
60086626,"Northern Illinois University","2004-01-01","2008-01-31","Economics",
632774463,"Northwestern University - Kellogg School of Management",,,"Executive MBA","Business Administration and Management, General"
91306218,"西安电子科技大学","2009-01-01","2013-01-01","学士","计算机科学与技术"
847046490,"University of Pennsylvania",,,"Master’s","Adult gero-acute care nurse practitioner"
646152466,"Confederation College",,,"Human Resources Management",
578779002,"College of Applied Sciences, Sohar","2008-01-01","2013-01-01","Bachelor's degree","Information Technology"
630503303,"Salwan Public School - India",,,"Business/Commerce, General",
412765318,"Baldwin Wallace University","1997-01-01","2001-01-01",,
539710006,"UC Santa Barbara","1979-01-01","1982-01-31","Bachelor of Arts (B.A.)","Music"
158592749,"South Texas College","2006-01-01","2007-01-01","Licensed Practical/Vocational Nurse Training",
837854234,"University of California, Santa Barbara",,,"BA","Communication"
497645869,"Wylie high school","1991-01-01","1993-01-31",,
47545226,"University of North Carolina at Chapel Hill","2001-01-01",,"Supply Chain Executive Education","Logistics, Materials, and Supply Chain Management"
291234931,"Universidade Federal do ABC - UFABC",,,"Bacharelado","Economia"
457125317,"Charles Sturt University","2016-01-01","2019-01-01","Bachelor's degree","Information Technology- Business Analysis"
226566713,"Universidad Complutense de Madrid","2014-01-01","2015-01-01","Máster","Periodismo"
370350277,"Worcester Polytechnic Institute",,,"M.S. Materials Engineering",
984558923,"EDHEC Business School","1995-01-01","1998-01-01",,
23322022,"Northwestern University","2017-01-01","2023-01-31","Doctor of Philosophy - PhD","Environmental Engineering and Science"
794936816,"Government Polytechnic , Jalgaon","2013-01-01","2016-01-01","Diploma of Education","Information Technology"
453240625,"Amity International School, Saket","2003-01-01","2006-01-01","Non Medical",
434057880,"Durham Technical Community College","2017-01-01","2020-01-31","Associate of Arts - AA","Art/Art Studies, General"
17622973,"Government of Maharashtra Sydenham College of Commerce & Economics B Road Churchgate Mumbai 400 020","2000-01-01","2004-01-01","Bachelor of Commerce (BCom)","Economics"
517349658,"Jamia Millia Islamia","2017-01-01","2020-01-01","Bachelor of Business Administration","Human Resources Management/Personnel Administration, General"
300012500,"The Open University of Hong Kong","2007-01-01","2009-01-01","Bachelor of Business Administration (B.B.A.)","Business Administration and Management, General"
508231907,"Saint Mary's University of Minnesota",,,"Director of Special Education & Pupil Services","Educational Leadership and Administration, General"
54306886,"Central Texas College",,,"Business Administration and Management, General",
436155681,"Peddie School","2010-01-01","2013-01-01","Cum Laude Society Member",
606783801,"M.B.M. Engineering College, Jodhpur","2017-01-01","2021-01-01","Bachelor of Engineering - BE","Mechanical Engineering"
372311968,"University of Mumbai","1998-01-01","2001-01-01","Bachelor’s Degree","Computer Engineering"
17083198,"University of Maryland Global Campus","2017-01-01","2023-01-31","Bachelor of Science - BS","Cybersecurity Management & Policy"
524788390,"Bucks County Community College","2010-01-01","2015-01-31","Communication, General","2.8"
755656338,"University of North Texas","1994-01-01","1996-01-31","Bachelor of Science","Journalism/Spanish"
180937298,"University of Colorado Boulder","2003-01-01","2007-01-31","Bachelor's degree","Broadcast Journalism"
515657218,"University of Montreal","2022-01-01","2022-01-01","Workshop","Project Management"
346293104,"Marinello schools of beauty","2012-01-01","2013-01-31","Licensed esthetician",
522667152,"University of Melbourne","2017-01-01","2018-01-01","Master of Audiology",
286293629,"The University of New Mexico","2001-01-01","2003-01-31","MBA","Management of Technology"
77028091,"Project Management Institute Chennai Chapter","2013-01-01","2019-01-01","Project Management Professional (PMP)®","Project Management"
286296951,"Southend College of Technology","1981-01-01","1983-01-01","BTEC in Hotel and Catering Management","Hotel, Motel, and Restaurant Management"
2802690,"University of Maryland College Park",,,"Registered Nursing",
393371889,"Biyani Girls College, Jaipur","2011-01-01","2014-01-01","Bachelor of Commerce - BCom","Business/Commerce, General"
181058895,"University of Florida","2008-01-01","2012-01-01","Bachelor of Arts (B.A.)","Sociology"
841151205,"Illinois Institute of Technology","2013-01-01","2016-01-01","Bachelor of Science (BS)","Computer Science"
88443567,"West Virginia University",,,"Bachelor of Science - BS","Industrial Engineering"
254544923,"The University of Auckland","2019-01-01","2021-01-01","Postgraduate Diploma with Distinction","Environmental Science"
866272507,"Institut Teknologi Sepuluh Nopember (ITS)","2021-01-01","2022-01-01","Master of Engineering - MEng","Civil Engineering"
535148448,"chembur high school","2012-01-01","2013-01-31","icwai","Accounting and Finance"
318669931,"Embry-Riddle Aeronautical University","2017-01-01","2020-01-31","Bachelor of Business Administration - BBA","sales"
479836451,"Kean University","2009-01-01","2014-01-31","Bachelor of Arts (B.A.)","English/Language Arts Teacher Education"
450469842,"Polytech Nantes","2018-01-01","2021-01-01","Diplôme d'ingénieur","Thermique Energétique"
328633324,"Polk Community College","2005-01-01","2008-01-31","Associate of Arts (A.A.)","Liberal Arts and Sciences, General Studies and Humanities"
115919011,"SANTHOM PUBLIC SCHOOL",,,"HIGH SCHOOL",
565070466,"SUNY Downstate Medical Center","2019-01-01","2021-01-31","Master's degree","Physician Assistant"
848031484,"University of Wisconsin-La Crosse","2003-01-01","2007-01-01",,
474137009,"Fred Longworth High School","2007-01-01","2012-01-31",,
405846561,"Year Up","2020-01-01","2021-01-01","IT","Information Technology"
679695185,"Lycee Privé Chevreul, Lyon","1986-01-01","1989-01-01","Baccalauréat, serie C (mention Bien)",
51960251,"Georgia State University Perimeter College","2008-01-01","2010-01-01","Associate of Science - AS","Business Administration"
984558923,"HEC School of Management","2013-01-01","2014-01-01","Master professionnel","Finance et services de gestion financière"
120684633,"Westfield High School","2018-01-01","2022-01-31","n/a","n/a"
608775944,"Fayoum University","2006-01-01","2011-01-01","very good","faculty of engineering"
282236508,"Escola Estadual prof Glorita Portugal","2000-01-01","2006-01-01",,
109076516,"ETEC - Sapopemba","2010-01-01","2012-01-31","Técnico","Administração"
218352067,"Association of Canadian Mountain Guides",,,"Ski Guide",
619443266,"James Madison University","2009-01-01","2011-01-31","Bachelor of Science - BS","Kinesiology and Exercise Science"
30899382,"University of Oklahoma","2002-01-01","2010-01-01","Doctor of Pharmacy - PharmD","Pharmacy"
298339309,"New Mexico State University","1978-01-01","1982-01-01","BA","Journalism, Advertising and Public Relations"
361223050,"University of Houston-Downtown","2012-01-01","2016-01-31","Bachelor of Business Administration (B.B.A.)","Accounting"
807884033,"University of Illinois at Urbana-Champaign","2011-01-01","2013-01-31","Master of Science (MS)","Mechanical Engineering"
695233500,"Lycée Joseph Marie Carriat","2019-01-01","2021-01-01","Brevet de technicien supérieur (BTS)","Bâtiment"
2005439508,"University of Missouri-Columbia","2004-01-01","2010-01-01","Doctor of Philosophy - PhD","Statistics"
139188649,"South Sydney High","1992-01-01","1997-01-31",,
2005328566,"Victoria University","2023-01-01","2024-01-31","Master of Science - MS","Business Analytics"
29627016,"University of Georgia - Terry College of Business","2010-01-01","2012-01-01","EMBA",
498293119,"Greencastle-Antrim Senior High School","2009-01-01","2012-01-01","High School Diploma",
473217552,"University of Bordeaux","2012-01-01","2013-01-01","Computer and internet certificat (level )",
952011006,"那彭中学","2003-01-01","2006-01-01",,
563743518,"New Mexico State University-Dona Ana","1998-01-01","2001-01-31","Associate's degree in Water Technology",
827754728,"University of Yaounde","2011-01-01","2015-01-01","Bachelor's degree","Environmental Science"
493321187,"Fordham Gabelli School of Business","2016-01-01","2020-01-01","Bachelor's degree","Finance with a Secondary Concentration in FinTech"
531289554,"Indian institute of packaging,delhi","2017-01-01","2019-01-01","post graduation diploma in packaging","Packaging Science"
280996086,"High Point University","1992-01-01","1996-01-31","Bachelor of Applied Science (BASc)",
999987754,"Cabrini University","2020-01-01","2024-01-31","Bachelor's degree","International Business"
646152466,"Confederation College",,,"Bookkeeping",
637623791,"CESI Ecole d'Ingénieurs","2020-01-01","2021-01-01","Mastère Spécialisé Management Par Projets: Option Stratégie","Management de projet"
420825894,"Northeast Wisconsin Technical College","1996-01-01","2000-01-31","Associate's degree","Registered Nursing/Registered Nurse"
2000317403,"Hoërskool Paarl Gimnasium",,,,
281515807,"Western Governors University","2011-01-01","2013-01-31","Master of Business Administration (MBA)","Management and Strategy"
613713180,"STIE Perbanas Kuningan","2011-01-01","2015-01-01",,
428382430,"Swinton Comprehensive School","1977-01-01","1983-01-01",,
403628581,"The ICFAI University, Dehradun","2005-01-01","2007-01-01","Master's Degree","Marketing, Human Resources"
147751294,"Technical University of Denmark","2014-01-01","2016-01-01","Master of Science (M.Sc.)","Computer Science and Engineering"
305608063,"The University of Texas Rio Grande Valley","2013-01-01","2016-01-01","Bachelor in Criminal Justice","Criminal Justice"
508636633,"Urbana University","2019-01-01","2020-01-01","Bachelor's degree","Kinesiology and Exercise Science"
311733045,"instituto tecnologico superior de cajeme","2016-01-01","2021-01-01","Ingeniería","industrial en sistemas logisticos"
279210188,"Raritan Valley Community College",,,,
73141155,"Universität Passau","2012-01-01","2015-01-01","International cultural and business studies (Kuwi)",
962133941,"Universidad Autónoma de Yucatán","2013-01-01","2018-01-31","Ingeniería","Industrial Logística"
415402663,"Spring Arbor University","2018-01-01","2022-01-31","Master of Business Administration - MBA","Consulting"
692822210,"Sam Houston State University","2019-01-01","2020-01-31","Bachelor of Science - BS","Kinesiology and Exercise Science"
507294676,"University of Miami","1971-01-01","1974-01-31","BFA","Graphic Design"
906892930,"STI College","2014-01-01","2018-01-01","Bachelor of Science - BS","Computer Science"
490628746,"Pittsburgh Institute of Aeronautics","1992-01-01","1994-01-31","Associate's Degree",
565070466,"Kean University","2016-01-01","2019-01-31",,
270910993,"The University of Akron","1999-01-01","2000-01-01","Masters of Science in Education","Outdoor Education"
466726883,"Associated Builders & Contractors","2007-01-01","2009-01-31","Electrical and Instrumentation",
576666892,"University of Arkansas",,,"Social Work",
13639289,"Prof. Ram Meghe Institute of Technology & Research Badnera Rly.","2002-01-01","2005-01-01","BE - Bachelor of Engineering","Mechanical Engineering"
565594617,"Portland State University","2018-01-01","2022-01-31","Bachelor of Arts - BA","Arts and Letters"
412765318,"State University of New York at Albany","2014-01-01","2016-01-01","Sociology",
747040478,"Karnataka University, Dharwad","2021-01-01","2023-01-01","Master of Business Administration - MBA","Finance and Financial Management Services"
13617431,"Swami Vivekanand International School and Junior College","2015-01-01","2019-01-01","Diploma of Education","Electrical, Electronics and Communications Engineering"
304654991,"Mangalore University","1998-01-01","2001-01-31","Bachelor of Business Management(BBM)","Financial Management and Auditing"
107680354,"Shivaji school",,,"BE","Computer Science"
570729675,"Salesian College","2004-01-01","2010-01-01","Leaving Certificate",
396689184,"Northumberland High School","2018-01-01","2022-01-31","12th",
52324144,"Università degli Studi 'Gabriele d'Annunzio' di Chieti - Pescara","1998-01-01","2005-01-01","Medicina e Chirurgia","Medicina"
985986156,"PROMEO Formation","2022-01-01",,"Brevet de technicien supérieur (BTS) Negociation Digitalisation Relations Clients (NDRC)","Négociation Digitalisation Relation Client"
838379518,"American University","2012-01-01","2014-01-31","Master of Arts (M.A.)","Public Communication"
441972904,"Politecnico di Milano","2022-01-01","2024-01-01","Master's degree","Space Engineering"
116719696,"Grand Valley State University","2004-01-01","2008-01-01","Bachelor of Science (BS)","Photography"
132669057,"University of Louisiana at Lafayette","1989-01-01","1996-01-31","Computer Science Major",
26994420,"University of Michigan College of Engineering","2007-01-01","2011-01-31","Bachelor of Engineering - BE","Aerospace, Aeronautical and Astronautical Engineering"
270910993,"Rocky Mountain University of Health Professions","2011-01-01","2019-01-01","Doctor of Philosophy (PhD)","Health Promotion and Wellness"
2007125436,"The Bhawanipur Education Society College","2017-01-01","2019-01-01","B.A in journalism & mass communication","drawing and painting, teaching students"
251693569,"Nyenrode Business University","1988-01-01","1991-01-01",,
250639260,"St. Josephs",,,,
115919011,"Cochin University of Science and Technology","2016-01-01","2020-01-01","Bachelor of Technology - BTech","Instrumentation Technology/Technician"
462732499,"Fundação Getulio Vargas","2012-01-01","2014-01-31","Gestão Estratégica do Agronegócio com  Ênfase no Setor Sucroalcooleiro","2012"
77478115,"ICAEW","2020-01-01",,"ACA","Chartered Accountant"
272740614,"Los Altos High School","2009-01-01","2013-01-31",,
637781815,"ROC elektrotechniek","2003-01-01","2007-01-01","Mbo electrotechnics",
2007529976,"Brock University","2007-01-01","2011-01-01","Honours Bachelor of Accounting Co-op","Accounting"
373192276,"ULT FATI | União Latino-Americana de Tecnologia","2008-01-01","2011-01-01","Bacharelado em Administração","Administração de Empresas"
195295342,"Franklin University","2012-01-01","2013-01-31","Master of Business Administration (M.B.A.)","Business Administration and Management, General"
837854234,"University of Sussex",,,"MSc (Masters)","Cognitive Neuroscience"
373192276,"Fundação Getulio Vargas","2013-01-01","2015-01-01","Master of Business Administration - MBA","Executivo em Economia e Gestão: Agronegócio"
262358169,"Northeastern University","2003-01-01","2008-01-31","Bachelor of Science Degree","Criminal Justice, Middle East Studies"
404424496,"Wyotech-Laramie","2004-01-01","2004-01-31","Street Rod Fabrication",
679695185,"Conservatoire National de Region de Lyon","1979-01-01","1986-01-01","Diplome Fin d’Etudes Formation Musicale (solfege)",
507692554,"École des sciences de la gestion (ESG UQAM)","2018-01-01","2021-01-01","Baccalauréat","Science comptable"
77215931,"AFPA","2021-01-01","2022-01-01","Développeur Web, Web Mobile","Programmation / développeur informatique, général"
182582828,"Universidade Presbiteriana Mackenzie","2022-01-01","2023-01-31","Pós-graduação Lato Sensu - Especialização","Economia"
16620582,"NRI Acadmey","2008-01-01","2010-01-01","Intermediate","MPC"
961559290,"The Village School","2014-01-01","2017-01-31",,
27009377,"University of North Carolina at Greensboro","2005-01-01","2009-01-31","Bachelor's degree","Communication and Media Studies"
4309523,"Osmania University, Hyderabad",,,"Master's degree","Information Technology"
501950477,"RKCK Collage",,,"Bachelor","Mathematics and Statistics"
404765617,"University of Wolverhampton","1997-01-01","1998-01-01",,
320962003,"Università degli studi di Palermo","2019-01-01","2022-01-01","Laurea Magistrale Scienze Economiche e Finanziarie","Curriculum: Economic and Financial Analysis"
2010648039,"Genesis Career College","2014-01-01","2014-01-31","Nail Technician/Specialist and Manicurist",
692822210,"Texas State University","2017-01-01","2019-01-31","Bachelor of Science - BS","Kinesiology and Exercise Science"
167869962,"John Septimus Roe Anglican Community School","1998-01-01","2000-01-01",,
2001796444,"DeVry University","2021-01-01","2024-01-01","Bachelor of Applied Science - BASc","Computer Software Engineering"
240626187,"Wesleyan University - Philippines","2001-01-01","2005-01-01","Bachelor of Science in Commerce Major in Management",
141958341,"CENEX - Centro de Excelência Empresarial","2010-01-01","2011-01-01","Relações Humanas, comunicação, psicologia",
708013685,"Penn State University","2010-01-01","2014-01-31","Bachelor of Science (B.S.)","Mechanical Engineering"
357414261,"Florida International University","2008-01-01","2010-01-31","B.S.","Advertising"
629781884,"G.E.D","1999-01-01","1999-01-31","General Education","General Studies"
525362828,"Salisbury State University","2006-01-01","2009-01-31",,
218809934,"University of Geneva","2013-01-01","2015-01-01","Master's degree","Environemental sciences, specialisation in water studies"
508636633,"Bowling Green State University","2020-01-01","2021-01-01","Exercise Science","Physical Therapy/Therapist"
285497625,"CSJM University Kanpur, INDIA","2000-01-01","2002-01-31","Master of Science (M.Sc.)","Organic Chemistry"
102521792,"NYU Stern School of Business","2018-01-01","2022-01-31","Bachelor of Science - BS","Business with concentrations in Economics & Finance"
341651932,"Crestcom Leadership Training Certificate",,,,
141322003,"Cochin University College of Engineering Kuttanad","2005-01-01","2009-01-01","B-Tech","Electronics and Communication Engineering"
239435737,"cfa lille",,,,
81804819,"Woodstock High School","2003-01-01","2007-01-31","High School Diploma",
84968422,"University of the Cumberlands","2019-01-01","2023-01-31","Executive PhD (Online)","Information Technology"
744998383,"Sambalpur University",,,"BTECH","Computer Science"
512228197,"Morgan State University","2012-01-01","2019-01-31","Bachelor of Science - BS","Computer Science"
566868738,"Instituto Singularidades","2019-01-01","2019-01-01","Pensamento, Fala, Escuta e Imaginação na Ed. Infantil e Primeiros Anos do Ciclo de Alfabetização","Pedagogia - Educação Infantil"
838043282,"University of Pennsylvania - The Wharton School",,,"Fundamentals of Quantitative Modeling Course",
2043039693,"Falmouth University",,,"Bachelor of Arts - BA","Creative Advertising"
679695185,"Faculté de Médecine Strasbourg","1996-01-01","2001-01-01","Docteur en Médecine, DES d'Anatomie et Cytologie Pathologiques, DIU de Cytopathologie Humaine",
251693569,"Pascal College",,,,
